id,saleprice
1371,134623.40991654975
1014,141504.58846839116
1507,110851.3104925616
702,123663.09679863026
750,154518.4966340962
261,143008.0560443992
1559,53988.38637113117
577,221933.79454504367
2812,194495.1244615169
2080,169970.10553266102
1368,106102.25371363881
2376,102669.45452236407
659,121657.59019090614
1235,148202.47195659362
332,69038.57174161694
1917,148134.04375068547
2094,230341.5535357411
1460,244496.34051223815
1471,223026.76013095904
1509,124836.31736760569
1922,132361.44465895597
433,520077.5211730026
460,256131.20406705613
1116,218623.2686213671
1137,157101.397666512
53,166475.53987446317
2354,292083.5848820415
1475,190395.4475684184
1761,520682.6977083376
842,130369.31745275616
2739,181800.62876830815
2509,146003.54356199404
1007,201537.25869532296
2610,189646.45879509748
1952,91629.32491814479
2719,161982.33698616823
2921,79356.0369781942
1966,157082.50125262112
292,123781.12809567555
1204,185318.69118551066
1829,271505.00234884216
2419,196499.24946996843
391,140785.22836304776
798,113323.16263608937
481,200171.0701261366
193,223807.79869700718
555,121023.39378540782
899,45357.767300215375
2357,155809.96174243913
328,123053.73002613819
1356,100919.66281614004
1154,92066.37849464337
1730,189672.3297479393
2249,157810.72162479308
1119,286977.19890920137
2856,155112.35067928775
1394,131181.815402365
2587,102174.76907284558
61,306141.842557648
2661,173936.5047447987
2711,139093.5905314852
1147,170406.11192589457
757,114268.46340137033
2623,120004.47142255696
2378,134624.04460066842
1413,143003.73107001238
1722,206412.6764099567
1112,228488.70958802925
1623,191670.3092488881
1201,194097.71866068145
1513,115859.85453967412
957,427248.59124353965
1171,249510.43672700605
1145,195339.48990796745
2726,236304.81414800958
703,147454.2949662932
760,121613.817764932
1964,153197.33701708372
2512,168860.8011234565
159,135373.3274446134
1281,159277.7255561662
468,190233.90268900775
290,110848.360233896
665,105685.03829066141
1463,254729.19807516033
1792,233431.1922101571
923,175083.05512360745
500,273353.5305849283
1408,208562.9140755104
331,95771.86992912047
170,114263.84577098093
2192,89054.99397167546
2571,299067.8947931759
2314,163623.73302121897
2647,98535.41877309629
422,419273.9342714907
2457,359370.9338283734
1838,185967.52985250734
2805,260163.95650441182
1645,141159.8393898153
1711,315832.3433677676
2825,253273.09251099074
322,303596.69272635813
2103,248306.48008519964
342,123666.60799554636
600,110088.24936993641
488,170337.47700303368
1725,308295.2389660967
2246,297625.02139563294
2847,147755.01782111713
806,237207.36934071447
530,236593.41211045248
963,184712.11163461622
2678,102628.86920181452
171,76196.58727767889
2401,429045.20280218957
805,209186.7867685791
2259,220486.70222528971
1748,180612.84381610266
1361,146162.17611336714
1677,114756.55550804036
1406,134628.4906423168
2322,269786.8919235573
688,141273.97625168943
143,151880.45356795244
804,207168.95303061156
1214,214626.47402788542
2828,143870.14339733118
1999,195908.3889385126
2467,210006.70149033895
2665,156930.49057185504
1538,323250.7751310289
398,108454.16096679051
2822,155794.15077931242
2157,127517.92157984962
1856,203457.64014220732
1269,91618.84401421947
2570,122959.72027856013
2320,234902.7671671111
1517,135228.32520403428
2304,135388.0147918716
1312,85798.57329966326
2012,125071.7751447275
506,263147.98202667915
2865,237948.23926223587
2367,103543.03156539821
554,89560.15840786608
238,138215.9658522483
1954,97356.62996114924
2488,103083.54083653435
2291,55936.98140018922
1969,124139.20439440984
2725,183896.35655627976
1482,137172.78735850292
2763,196675.4668646467
503,267725.5537351806
1584,247568.26331987948
1531,143493.62905537913
2210,194127.99103759642
459,329331.3562620836
556,128009.98972637247
1347,120955.68830474006
1290,65782.9950185733
1388,92103.14164188108
1571,336046.9723310257
2754,209136.33795713464
765,146752.35688332835
2494,138490.97245797637
2870,232116.49427600444
7,236674.37886793324
1114,251422.4200154228
2418,276696.5915419837
291,158168.13023368834
18,376303.8665694348
39,390248.7529826356
1001,258584.93709789374
2442,228351.19238283735
616,123210.79348303453
2680,88839.55222744716
1414,119677.46577979292
289,169833.08239205793
40,272802.42161976296
860,133287.14255067793
409,144908.898804538
673,165387.42061344412
2427,188621.76660346863
2036,208759.53117957298
2564,140089.77053733362
642,153535.0821674753
1008,170724.703528927
1908,133615.23867492512
2519,194741.92578194122
1369,78065.44637307833
2855,177622.4038235249
712,99823.99202851171
1943,114885.46785000939
1958,124427.3688102038
107,159029.67198361288
2295,202305.70331081498
704,109825.47975875757
676,140979.3347548482
259,184021.56290865195
93,290975.2061634297
106,241565.82185095485
2315,169613.47820755717
1050,95972.12871332694
1095,207181.6232539991
2709,151563.16282173543
758,134309.81034744723
1496,154593.08064236812
2370,126333.26892719459
2458,294572.7629088681
2733,135534.79621260456
161,251359.57624652557
726,142471.7726332674
845,210789.25926965446
947,258897.27824451932
2232,113687.06702031632
2563,139999.42920670653
2299,146301.5404897555
211,59544.66913210158
605,139090.8539481074
1478,199713.45543269353
2247,276535.61625100166
2274,218736.89985195437
2869,225318.69130933488
967,213353.1807288293
2656,116395.83447344805
667,173428.52088181052
1042,108394.93504363007
2023,162724.00800076273
2447,368993.910382167
2055,138401.48450808128
2275,287241.6732278554
2204,177472.27559078572
1563,281974.63658644975
483,211681.28779816645
796,117868.66456820286
1526,158362.87342889776
2042,123900.23639822943
442,342645.6250667191
1693,345963.231104852
1468,219655.2598386596
1430,206629.10043014545
2605,168334.66516461276
1529,207832.47253453668
335,157177.1699354819
1287,115999.73983245151
31,91349.78851867822
1785,316210.1804237044
82,145815.64193776896
2620,130428.42836592678
252,170075.68158530182
721,49155.44511273113
2165,196883.4121983273
2316,194875.23549746588
775,139584.46935417008
1558,74697.83719047223
17,214997.36522720224
1022,242688.2485034989
925,127072.29247553373
438,285853.9155894232
1270,136758.08588980284
1272,138054.88609719143
215,132192.36694432265
266,229486.11231141834
2402,299796.5518830665
1250,116630.1209817442
1984,117006.60501139128
1279,144113.8118236125
377,250034.3593127734
1252,94513.15847606777
2156,262611.5588694355
499,324164.16823462764
1374,122004.23904383433
2898,258947.06303224206
401,101811.93113506184
2721,157533.89032584656
2078,237492.99030623032
2589,123580.11455369665
1946,228004.60166374157
1334,109679.6095199947
2781,207489.47451460647
431,400929.0514176095
576,198685.10517801502
1474,213349.78114891757
2254,149709.8958432313
2155,273116.41690193414
885,90870.23501356685
643,148364.71782373736
1944,127089.82499397016
480,194163.38735688577
2845,87085.24398680707
2387,326912.518090445
2407,223482.28233635653
2527,144486.25218803989
2514,145971.82819128182
629,129218.11454876693
80,196568.8195669782
1876,142160.62036998273
1546,117790.45244526427
2518,171010.56046421203
2347,138812.91951207112
783,242063.13615918747
1322,18731.616349490767
194,99504.29350452556
1770,294013.3523489539
2143,124754.09060348844
1229,210284.41232752224
511,284524.2251950239
46,242046.11659926194
1348,153933.47737808613
2465,216928.9275976952
387,239501.8907700674
873,223832.001436265
1918,122531.46424440696
2764,230091.26283321256
2184,124623.0067305576
934,138713.22051585937
1920,127613.01459763543
2631,148853.6507612982
1768,567110.972434757
2040,128108.59223179502
1749,222940.85154189012
834,255929.2142823417
1457,232392.5754938252
79,85054.53711841168
2302,135072.54079140484
1817,151164.28476263402
2755,233248.33032632124
359,172611.4465444113
2059,107334.7083917738
2092,231729.07886205643
2516,231818.17563818983
150,114684.6538868451
1656,111845.6130227762
83,98709.83301480755
2411,182866.3250416271
795,78517.76831188303
2312,211171.1229440801
2917,108958.79885112023
1624,178226.8090928321
2215,330150.0823787455
1211,151576.2641313327
1485,152409.31136174366
1024,167494.86818855506
570,189721.81362326472
2874,145127.9907506642
700,138338.32226540282
2756,214874.98827577435
2022,189656.88546097075
583,228582.35865876643
2392,374871.9768700493
2424,184348.84067604662
212,106927.13387955452
736,126961.72210285935
1610,161983.9352763291
890,109087.25153565657
467,182919.68839208648
578,210377.74491744832
1747,202573.986262061
1149,135439.6236944482
2758,286840.3436199814
857,147944.29456994258
2219,265702.78472902515
733,90796.56271615013
2909,108830.72282094375
1798,256639.70113811508
235,126268.24119737901
2366,132214.4939999155
1027,128618.68377943273
1195,134526.90444570995
1303,31344.99837233551
148,174180.97320111556
608,153432.2203274691
2515,207578.753816024
821,252691.2761584769
2500,283941.59558004624
745,112306.64853743353
741,128048.11308594415
1611,126979.55930209282
2532,127292.96835330065
1081,223860.69654783682
1692,439441.30500502995
2520,178007.22541490773
276,132676.57469173422
1992,134110.2667563329
663,39709.52467746247
418,122511.88834917085
1733,209056.7022666423
2359,143706.6975847397
253,178350.17078456556
1518,190839.82966902835
2035,135609.93020966504
2919,64951.01866079401
1540,238100.9536058546
2120,139298.03211412887
1674,158297.03966853087
256,141439.12815457844
2361,109006.86029847286
978,79053.08246602147
2280,110965.57251667889
2095,226281.39940682
1709,341441.2969910325
2801,252693.23153304978
1246,117966.18555706862
2373,88601.01732883311
1055,313598.02486899233
2017,127730.78131744225
1099,286800.49170047924
1344,87507.731080584
835,203762.29875381867
1117,234126.7146109236
2043,87265.31592372747
2085,116405.73284019192
410,149455.3127602407
2650,106053.47828689404
2867,178303.76582505548
1668,114479.85503898619
1161,156252.0968012042
2122,170530.4993079473
2539,162802.84199340077
1047,136063.9640241422
1445,146202.18875167082
541,121683.52936479117
569,218364.46655173012
1276,120245.2470392824
918,144260.57047423167
326,162405.1479283354
1936,128041.3771769575
895,98506.81558142847
257,154388.7795226174
1241,182375.5333429827
1545,133174.67987603793
1189,170053.44000577688
270,134102.090278304
2066,179312.66008690564
693,101376.89704233181
1259,118881.09590987227
2916,161587.42664061039
2321,292580.63744741824
1977,108539.59182620881
1895,137248.44608625508
1240,159932.69077510614
85,148984.04876355483
1823,117219.18573709048
825,289246.8206045394
110,236649.82192118146
697,118702.99505290267
2297,121689.70614513551
1231,137098.48964491294
1355,149074.05684476922
968,320467.4578135047
584,223550.02018566063
1315,140074.60497231042
1606,131225.8402903552
206,97666.85689606745
1685,370615.4908448114
2016,137694.24977393757
869,206437.22240440763
2135,114840.5292187286
2346,169423.67325289844
2430,245852.41553713678
2198,82545.94427546731
2652,123561.00119386736
27,109056.72993986204
241,154283.406636749
906,143337.28646512405
1506,123792.27203764679
2098,357505.7188798306
1435,230933.5129800613
2213,131326.4479345724
1274,122745.83837968815
743,-5910.807318988896
1737,201594.7020555585
2797,276170.56013273116
2185,64624.13269928179
58,157517.6181521386
830,206614.90567608032
808,111344.58225245483
680,162080.738655501
1153,106942.798105461
1291,138200.45757469296
1818,149355.71400146006
2161,194677.07128357334
1883,109251.37180179462
350,383733.5092129325
2473,150658.10324625665
295,178380.99359447876
293,176621.17594179435
859,123859.3819964446
288,72996.12842825433
1578,148188.59936874773
102,183313.84068786696
2831,121750.87184411456
1030,151733.94690726785
2551,160141.06834454212
1286,137787.2280455478
958,310719.44775249873
776,137801.18619942368
72,255006.09763308248
2263,264646.6021744423
1866,166807.8072059992
2876,62604.04668830667
2146,239206.41515524877
103,176718.01214468438
1500,130424.3243650393
492,176172.47085533774
167,162134.8681446694
2597,119447.43255258485
2685,120814.5691225314
1035,152410.58833220258
1220,71738.33961179666
2602,158795.0488376434
2159,210587.68741352466
695,146749.15510781825
1109,275882.5862086225
640,183177.91053668287
1652,143969.42329871334
2090,164758.62989204744
1188,163469.71110739541
2345,244261.31201255397
1059,408243.53130397183
2751,233894.2721427717
128,225149.53814603196
1523,166194.16379229497
2925,179791.2578945532
2145,294387.7413132864
1121,229148.4192472924
566,254600.15086442238
565,269394.05613405124
1331,154325.39757344575
2928,129091.79940609942
156,136376.30767108552
797,135466.2419679964
327,83933.51632424904
2859,143008.15867489605
1453,118678.0426691153
1762,341640.93711457314
1868,195287.86547775072
1760,169157.16845687275
1113,226895.9285314447
1812,202517.54298382945
117,147770.0418836951
1142,207033.06492201058
2342,410355.85677502136
927,151834.66873547883
2478,180411.51887450943
655,70203.22859504214
2064,128347.27359290916
369,311947.9833045153
2239,119938.33022633468
2732,179228.25950792368
1653,157110.48514381883
959,227794.41366622708
2395,363649.2719193468
1412,110233.2582564103
271,258427.94126676867
1484,138407.4528592014
1497,160224.49916738836
552,148229.27749448648
2,118737.7779513775
1855,304472.699039033
4,277063.4027468183
2292,145858.47805227916
134,147431.5145114761
646,85817.97366405895
42,307839.28077668784
532,230704.193526203
713,94162.4859263014
2561,142697.05173615034
2360,122492.67672856344
1333,130618.16033277003
1407,216244.95905396593
2892,307351.85062117205
574,199697.5391102719
1227,193397.47973683948
2591,208054.1475233718
1476,217357.53489904298
1125,256650.56415297167
1446,138184.65635344008
408,126300.14097914106
1101,293293.6616174499
2251,196676.22922875074
373,178865.474453901
2554,132878.46189810632
2382,286145.30947075813
1985,81809.36346577934
519,259701.82100261195
1093,187763.1038752236
864,246785.9470002015
2889,148915.97264256404
2308,188673.50902243057
986,175119.9148046063
1302,137343.23741987225
585,146674.52823829738
2708,151443.62053316057
147,151111.63100227894
1441,225371.0088696931
383,194759.0960315336
285,149862.42145978572
181,96843.70797398343
358,179830.16930098663
780,168392.27099580417
258,183670.95609106944
1865,225416.16046510142
692,117663.03319509426
2902,333943.79290365
508,254528.85612479184
2638,159774.1384019297
36,139782.59482715657
611,167909.735931836
2281,164661.95356821286
1678,116624.3395089201
1696,453535.0713465212
1557,70908.37939089595
2180,148848.66203394422
1726,237170.171288212
951,149935.1344433857
267,217331.73940095823
2706,131306.2408519815
2221,259304.1662298374
1357,183610.985149117
2901,298684.85475224553
347,165885.89793395466
2164,198019.2727386753
1586,293909.8531490397
360,144207.2602729167
1769,280307.03362938884
2617,181623.51721701393
1879,121759.41138989717
991,239332.02152081003
1535,129172.58194298932
1191,132405.49366115459
1579,226607.11637554917
1882,153963.05895012658
1510,127781.98931535467
2196,154246.35048532643
1845,178346.80110105645
2336,406573.65143863676
942,85389.50970060221
861,125152.1168360379
2555,116565.13440021483
1392,180019.445845833
2099,248312.99679937115
1543,112902.65294582001
948,295575.2609804258
1239,181380.2691542459
22,188794.47175421572
2796,230742.94251111388
2747,187348.84660594055
92,293896.65025681275
210,175519.44732596452
1858,199788.83223627118
2228,154716.84006221715
447,261063.42925797886
827,246514.3679565172
1649,210502.13931377855
682,153391.3736487865
2698,121023.27928696392
494,158717.4178415471
214,64248.055194105895
2441,230941.9326266129
2679,121539.36282620468
1336,133745.7119659597
465,170649.7842869765
1524,143821.63917787216
2543,102427.71860030037
631,151099.58233875496
2452,317849.1355522469
228,158351.67506385845
126,201894.48859130737
1092,249420.1972458241
1122,225790.89088882256
932,238760.93786682276
1980,59897.03950510308
2171,124940.05547547067
551,162249.84460421017
2768,171927.0705046617
2056,108827.75422448869
1159,363750.2401746201
2645,123973.42355133052
1174,166511.45010705333
2266,225167.19001925975
2462,383726.49394085625
1219,139898.99243112392
2922,200523.35546776076
118,148444.11859663128
474,160259.18552562647
2576,161646.21509271214
872,291968.62416923844
1077,219608.28436004365
1536,156328.65808220423
1150,102109.38776469207
2341,337904.76555736986
1931,148181.47243438248
2785,134235.25722218392
2538,125795.95803903061
597,195792.72989152075
464,203898.16363660904
233,240277.9131003883
2169,130653.66063990904
2123,165819.71008469496
1867,159436.30168777896
137,269990.9362626102
515,256925.24279764254
933,99696.95495457406
2784,157174.66191135504
972,146870.2975182677
599,173083.66866744024
2614,123537.24058526912
2582,134436.62663550774
1409,161429.2911162576
175,103103.93934240052
352,223961.21942322043
976,102126.05428573099
2134,198563.6469941907
984,115244.14510447386
2396,355471.83536974824
1673,124389.30081051454
404,135205.33832824923
607,155308.12511827092
814,142052.82981407124
868,190669.7688363486
2271,180094.5254198262
1633,257689.81952774496
337,173346.11317019194
2765,185465.87706743187
1746,256369.5184727094
368,335888.8339921629
2806,213037.9266081517
1662,197739.05555656
1234,217672.90615945536
1373,123208.78035482211
1672,101825.2739505627
1939,113766.38913734298
